OP_UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_PAX_ENP_110
OH,PSA Airlines Inc.,13577,K,571,35145
OH,PSA Airlines Inc.,14193,K,699,38344
OH,PSA Airlines Inc.,10208,K,372,17836
OH,PSA Airlines Inc.,10980,K,701,34062
OH,PSA Airlines Inc.,12945,K,252,12501
OH,PSA Airlines Inc.,11617,K,427,21018
OH,PSA Airlines Inc.,11973,K,197,10264
OH,PSA Airlines Inc.,12884,K,78,2355
OH,PSA Airlines Inc.,15380,K,9,459
OH,PSA Airlines Inc.,15624,K,464,26845
OH,PSA Airlines Inc.,10257,K,215,9733
OH,PSA Airlines Inc.,10874,K,692,27084
OH,PSA Airlines Inc.,10431,K,676,39203
OH,PSA Airlines Inc.,10397,K,295,17581
OH,PSA Airlines Inc.,15323,K,11,41
OH,PSA Airlines Inc.,11146,K,596,25925
OH,PSA Airlines Inc.,10821,K,14,547
OH,PSA Airlines Inc.,10781,K,253,12140
OH,PSA Airlines Inc.,11641,K,435,23227
OH,PSA Airlines Inc.,12397,K,7,239
OH,PSA Airlines Inc.,10599,K,1017,51020
OH,PSA Airlines Inc.,14574,K,1,
OH,PSA Airlines Inc.,10721,K,17,1011
OH,PSA Airlines Inc.,10434,K,332,20797
OH,PSA Airlines Inc.,10792,K,260,10930
OH,PSA Airlines Inc.,15295,K,155,6302
OH,PSA Airlines Inc.,12323,K,523,32650
OH,PSA Airlines Inc.,10994,K,855,53609
OH,PSA Airlines Inc.,11057,K,24444,1378395
OH,PSA Airlines Inc.,13930,K,1,
OH,PSA Airlines Inc.,11193,K,1243,68728
OH,PSA Airlines Inc.,11042,K,521,26845
OH,PSA Airlines Inc.,10868,K,575,28686
OH,PSA Airlines Inc.,11066,K,355,19727
OH,PSA Airlines Inc.,11298,K,275,16125
OH,PSA Airlines Inc.,11267,K,1449,61783
OH,PSA Airlines Inc.,11423,K,263,14964
OH,PSA Airlines Inc.,11433,K,237,13862
OH,PSA Airlines Inc.,11986,K,601,29143
OH,PSA Airlines Inc.,11995,K,754,37503
OH,PSA Airlines Inc.,13230,K,93,6478
OH,PSA Airlines Inc.,10529,K,361,16901
OH,PSA Airlines Inc.,12266,K,11,641
OH,PSA Airlines Inc.,12217,K,583,27966
OH,PSA Airlines Inc.,12339,K,378,21973
OH,PSA Airlines Inc.,12448,K,411,20172
OH,PSA Airlines Inc.,12451,K,409,24889
OH,PSA Airlines Inc.,13198,K,25,1352
OH,PSA Airlines Inc.,12992,K,399,21776
OH,PSA Airlines Inc.,14730,K,653,35319
OH,PSA Airlines Inc.,13485,K,336,19369
OH,PSA Airlines Inc.,13244,K,146,9098
OH,PSA Airlines Inc.,13342,K,430,25186
OH,PSA Airlines Inc.,13277,K,83,3154
OH,PSA Airlines Inc.,10693,K,164,9674
OH,PSA Airlines Inc.,13495,K,13,743
OH,PSA Airlines Inc.,12478,K,2,
OH,PSA Airlines Inc.,12953,K,507,16846
OH,PSA Airlines Inc.,13931,K,1105,52177
OH,PSA Airlines Inc.,15919,K,165,9733
OH,PSA Airlines Inc.,13851,K,264,15403
OH,PSA Airlines Inc.,11699,K,2,
OH,PSA Airlines Inc.,13871,K,308,18157
OH,PSA Airlines Inc.,11953,K,363,20651
OH,PSA Airlines Inc.,13795,K,402,20593
OH,PSA Airlines Inc.,14108,K,183,9539
OH,PSA Airlines Inc.,14100,K,4086,195811
OH,PSA Airlines Inc.,13139,K,325,16169
OH,PSA Airlines Inc.,14122,K,544,28653
OH,PSA Airlines Inc.,14307,K,550,29642
OH,PSA Airlines Inc.,14492,K,360,15975
OH,PSA Airlines Inc.,14524,K,294,19066
OH,PSA Airlines Inc.,14576,K,489,27527
OH,PSA Airlines Inc.,15016,K,581,33928
OH,PSA Airlines Inc.,14683,K,60,4300
OH,PSA Airlines Inc.,14814,K,203,9589
OH,PSA Airlines Inc.,15096,K,225,10752
OH,PSA Airlines Inc.,15370,K,92,5467
OH,PSA Airlines Inc.,12264,K,530,32049
OH,PSA Airlines Inc.,11278,K,7281,318219
OH,PSA Airlines Inc.,12197,K,701,30263
OH,PSA Airlines Inc.,11996,K,1172,64842
OH,PSA Airlines Inc.,13360,K,306,18355
OH,PSA Airlines Inc.,14986,K,223,12946
OH,PSA Airlines Inc.,14685,K,995,54830
OH,PSA Airlines Inc.,11481,K,180,8567
OH,PSA Airlines Inc.,14696,K,184,9089
OH,PSA Airlines Inc.,15249,K,472,25495
OH,PSA Airlines Inc.,13422,K,80,3514
OH,PSA Airlines Inc.,14098,K,456,22450
OH,PSA Airlines Inc.,10581,K,301,14077
OH,PSA Airlines Inc.,11003,K,193,11782
OH,PSA Airlines Inc.,15412,K,912,41644
OH,PSA Airlines Inc.,14457,K,13,634
OH,PSA Airlines Inc.,14321,K,31,1702
OH,PSA Airlines Inc.,10135,K,258,14833
OH,PSA Airlines Inc.,10785,K,213,13964
OH,PSA Airlines Inc.,13296,K,403,22634
OH,PSA Airlines Inc.,10990,K,326,18487
OH,PSA Airlines Inc.,11823,K,180,9351
OH,PSA Airlines Inc.,11252,K,367,22277
OH,PSA Airlines Inc.,13577,K,616,37504
OH,PSA Airlines Inc.,14193,K,682,37114
OH,PSA Airlines Inc.,10208,K,409,21373
OH,PSA Airlines Inc.,10980,K,747,36256
OH,PSA Airlines Inc.,12945,K,245,13320
OH,PSA Airlines Inc.,11617,K,447,23515
OH,PSA Airlines Inc.,11721,K,26,1551
OH,PSA Airlines Inc.,11973,K,251,12714
OH,PSA Airlines Inc.,12884,K,85,2683
OH,PSA Airlines Inc.,15624,K,466,25964
OO,SkyWest Airlines Inc.,15389,K,424,16967
OO,SkyWest Airlines Inc.,10257,K,113,6227
OO,SkyWest Airlines Inc.,10874,K,4,90
OO,SkyWest Airlines Inc.,10140,K,493,27821
OO,SkyWest Airlines Inc.,10431,K,648,27421
OO,SkyWest Airlines Inc.,10279,K,5,195
OO,SkyWest Airlines Inc.,10577,K,196,6814
OO,SkyWest Airlines Inc.,10397,K,7017,311242
OO,SkyWest Airlines Inc.,15323,K,376,15789
OO,SkyWest Airlines Inc.,11146,K,283,11069
OO,SkyWest Airlines Inc.,15041,K,394,20018
OO,SkyWest Airlines Inc.,10821,K,11,627
OO,SkyWest Airlines Inc.,11577,K,228,9250
OO,SkyWest Airlines Inc.,10781,K,978,48867
OO,SkyWest Airlines Inc.,11641,K,331,13552
OO,SkyWest Airlines Inc.,10620,K,233,10980
OO,SkyWest Airlines Inc.,12397,K,204,7050
OO,SkyWest Airlines Inc.,10599,K,353,16091
OO,SkyWest Airlines Inc.,14574,K,247,10775
OO,SkyWest Airlines Inc.,10721,K,724,35670
OO,SkyWest Airlines Inc.,10434,K,187,6549
OO,SkyWest Airlines Inc.,10792,K,225,11399
OO,SkyWest Airlines Inc.,10800,K,1249,63898
OO,SkyWest Airlines Inc.,12323,K,29,1360
OO,SkyWest Airlines Inc.,13121,K,139,1311
OO,SkyWest Airlines Inc.,10994,K,84,4318
OO,SkyWest Airlines Inc.,11027,K,167,3277
OO,SkyWest Airlines Inc.,11057,K,1381,69972
OO,SkyWest Airlines Inc.,13232,K,689,32145
OO,SkyWest Airlines Inc.,12389,K,179,7299
OO,SkyWest Airlines Inc.,13930,K,14277,643866
OO,SkyWest Airlines Inc.,11193,K,217,11420
OO,SkyWest Airlines Inc.,10683,K,2,
OO,SkyWest Airlines Inc.,11042,K,336,18348
OO,SkyWest Airlines Inc.,11109,K,1396,65801
OO,SkyWest Airlines Inc.,10868,K,26,1767
OO,SkyWest Airlines Inc.,11066,K,168,8851
OO,SkyWest Airlines Inc.,11298,K,4953,245986
OO,SkyWest Airlines Inc.,11259,K,867,49763
OO,SkyWest Airlines Inc.,14674,K,341,18220
OO,SkyWest Airlines Inc.,11267,K,391,14847
OO,SkyWest Airlines Inc.,11292,K,11036,505582
OO,SkyWest Airlines Inc.,11423,K,270,13211
OO,SkyWest Airlines Inc.,11433,K,8960,390343
OO,SkyWest Airlines Inc.,11413,K,182,7358
OO,SkyWest Airlines Inc.,10372,K,2406,127563
OO,SkyWest Airlines Inc.,11503,K,364,18156
OO,SkyWest Airlines Inc.,11097,K,123,3782
OO,SkyWest Airlines Inc.,11540,K,358,18648
OO,SkyWest Airlines Inc.,10408,K,519,23067
OO,SkyWest Airlines Inc.,11865,K,167,5938
OO,SkyWest Airlines Inc.,11638,K,2208,100934
OO,SkyWest Airlines Inc.,11203,K,3,83
OO,SkyWest Airlines Inc.,10685,K,3,65
OO,SkyWest Airlines Inc.,11986,K,358,19723
OO,SkyWest Airlines Inc.,12003,K,298,13948
OO,SkyWest Airlines Inc.,11995,K,455,18144
OO,SkyWest Airlines Inc.,13230,K,562,26769
OO,SkyWest Airlines Inc.,11468,K,144,3539
OO,SkyWest Airlines Inc.,10529,K,109,4419
OO,SkyWest Airlines Inc.,12266,K,2254,120176
OO,SkyWest Airlines Inc.,12191,K,87,4125
OO,SkyWest Airlines Inc.,12217,K,123,5681
OO,SkyWest Airlines Inc.,12339,K,809,42324
OO,SkyWest Airlines Inc.,14262,K,1348,69110
OO,SkyWest Airlines Inc.,12448,K,117,4390
OO,SkyWest Airlines Inc.,12441,K,264,14444
OO,SkyWest Airlines Inc.,10157,K,350,14882
OO,SkyWest Airlines Inc.,12451,K,129,6429
OO,SkyWest Airlines Inc.,13198,K,865,47743
OO,SkyWest Airlines Inc.,12889,K,402,21974
OO,SkyWest Airlines Inc.,12992,K,188,7579
OO,SkyWest Airlines Inc.,12954,K,239,16553
OO,SkyWest Airlines Inc.,12892,K,8301,411227
OO,SkyWest Airlines Inc.,14730,K,688,33142
OO,SkyWest Airlines Inc.,13485,K,676,35690
OO,SkyWest Airlines Inc.,13244,K,407,19900
OO,SkyWest Airlines Inc.,13342,K,1477,72526
OO,SkyWest Airlines Inc.,10631,K,177,6966
OO,SkyWest Airlines Inc.,13487,K,11491,559668
OO,SkyWest Airlines Inc.,13256,K,47,2908
OO,SkyWest Airlines Inc.,10739,K,147,4491
OO,SkyWest Airlines Inc.,13367,K,304,11105
OO,SkyWest Airlines Inc.,12129,K,154,4167
OO,SkyWest Airlines Inc.,13277,K,515,20632
OO,SkyWest Airlines Inc.,10693,K,2000,103871
OO,SkyWest Airlines Inc.,15070,K,124,5074
OO,SkyWest Airlines Inc.,13495,K,6,359
OO,SkyWest Airlines Inc.,10146,K,249,9817
OO,SkyWest Airlines Inc.,14025,K,147,3669
OO,SkyWest Airlines Inc.,12478,K,817,43556
OO,SkyWest Airlines Inc.,10185,K,25,1013
OO,SkyWest Airlines Inc.,13344,K,161,3866
OO,SkyWest Airlines Inc.,12953,K,3054,145352
OO,SkyWest Airlines Inc.,10731,K,249,8638
OO,SkyWest Airlines Inc.,14006,K,288,3431
OO,SkyWest Airlines Inc.,11618,K,153,9039
OO,SkyWest Airlines Inc.,12007,K,85,3715
OO,SkyWest Airlines Inc.,13931,K,301,13049
OO,SkyWest Airlines Inc.,13796,K,256,16966
OO,SkyWest Airlines Inc.,15919,K,377,15588
OO,SkyWest Airlines Inc.,11013,K,158,5604
OO,SkyWest Airlines Inc.,13851,K,1301,65124
OO,SkyWest Airlines Inc.,13871,K,898,47974
OO,SkyWest Airlines Inc.,13891,K,532,25893
OO,SkyWest Airlines Inc.,11953,K,349,16218
OO,SkyWest Airlines Inc.,13204,K,16,964
OO,SkyWest Airlines Inc.,14108,K,365,14953
OO,SkyWest Airlines Inc.,12891,K,195,7381
OO,SkyWest Airlines Inc.,14100,K,130,7735
OO,SkyWest Airlines Inc.,14107,K,3168,172628
OO,SkyWest Airlines Inc.,14122,K,520,25734
OO,SkyWest Airlines Inc.,13241,K,262,3586
OO,SkyWest Airlines Inc.,14057,K,1542,89809
OO,SkyWest Airlines Inc.,14307,K,31,1916
OO,SkyWest Airlines Inc.,14492,K,299,16195
OO,SkyWest Airlines Inc.,15607,K,253,10102
OO,SkyWest Airlines Inc.,14570,K,1251,69033
OO,SkyWest Airlines Inc.,14524,K,816,37036
OO,SkyWest Airlines Inc.,14633,K,362,17846
OO,SkyWest Airlines Inc.,14576,K,123,6347
OO,SkyWest Airlines Inc.,14893,K,1273,67386
OO,SkyWest Airlines Inc.,15016,K,752,41438
OO,SkyWest Airlines Inc.,14489,K,733,33556
OO,SkyWest Airlines Inc.,14869,K,11116,601571
OO,SkyWest Airlines Inc.,11525,K,162,4594
OO,SkyWest Airlines Inc.,14683,K,718,41473
OO,SkyWest Airlines Inc.,12519,K,225,2644
OO,SkyWest Airlines Inc.,14679,K,2650,148476
OO,SkyWest Airlines Inc.,14771,K,9791,486293
OO,SkyWest Airlines Inc.,11980,K,85,3678
OO,SkyWest Airlines Inc.,14831,K,1959,105591
OO,SkyWest Airlines Inc.,13127,K,198,7629
OO,SkyWest Airlines Inc.,12899,K,144,3261
OO,SkyWest Airlines Inc.,14908,K,933,53676
OO,SkyWest Airlines Inc.,14747,K,1780,105928
OO,SkyWest Airlines Inc.,14487,K,270,8951
OO,SkyWest Airlines Inc.,14814,K,330,12548
OO,SkyWest Airlines Inc.,11775,K,725,33776
OO,SkyWest Airlines Inc.,12094,K,310,13460
OO,SkyWest Airlines Inc.,13061,K,184,6280
OO,SkyWest Airlines Inc.,15096,K,189,10423
OO,SkyWest Airlines Inc.,12902,K,145,1286
OO,SkyWest Airlines Inc.,15376,K,1653,87479
OO,SkyWest Airlines Inc.,15370,K,379,17489
OO,SkyWest Airlines Inc.,10779,K,167,5815
OO,SkyWest Airlines Inc.,13388,K,197,7909
OO,SkyWest Airlines Inc.,10155,K,1,
OO,SkyWest Airlines Inc.,12264,K,810,27654
OO,SkyWest Airlines Inc.,11278,K,247,13600
OO,SkyWest Airlines Inc.,14027,K,4,290
OO,SkyWest Airlines Inc.,12197,K,485,22402
OO,SkyWest Airlines Inc.,12278,K,660,24851
OO,SkyWest Airlines Inc.,10423,K,625,36872
OO,SkyWest Airlines Inc.,11982,K,45,2214
OO,SkyWest Airlines Inc.,10561,K,430,19077
OO,SkyWest Airlines Inc.,11140,K,11,441
OO,SkyWest Airlines Inc.,11996,K,225,10891
OO,SkyWest Airlines Inc.,13360,K,5,
OO,SkyWest Airlines Inc.,13158,K,101,4272
OO,SkyWest Airlines Inc.,14288,K,214,2165
OO,SkyWest Airlines Inc.,14986,K,100,5632
OO,SkyWest Airlines Inc.,14685,K,133,6164
OO,SkyWest Airlines Inc.,11481,K,358,17210
OO,SkyWest Airlines Inc.,14696,K,1319,55173
OO,SkyWest Airlines Inc.,11884,K,501,27907
OO,SkyWest Airlines Inc.,14783,K,48,2001
OO,SkyWest Airlines Inc.,15249,K,53,3476
OO,SkyWest Airlines Inc.,16218,K,319,17593
OO,SkyWest Airlines Inc.,12511,K,117,5189
OO,SkyWest Airlines Inc.,11337,K,466,21507
OO,SkyWest Airlines Inc.,13422,K,422,17679
OO,SkyWest Airlines Inc.,14952,K,185,6330
OO,SkyWest Airlines Inc.,10713,K,2515,148737
OO,SkyWest Airlines Inc.,14698,K,906,37721
OO,SkyWest Airlines Inc.,10967,K,218,2244
OO,SkyWest Airlines Inc.,13029,K,365,14116
OO,SkyWest Airlines Inc.,14802,K,161,3128
OO,SkyWest Airlines Inc.,14588,K,325,12814
OO,SkyWest Airlines Inc.,15454,K,135,1742
OO,SkyWest Airlines Inc.,11003,K,477,19294
OO,SkyWest Airlines Inc.,11612,K,81,3314
OO,SkyWest Airlines Inc.,15412,K,296,14804
OO,SkyWest Airlines Inc.,10141,K,172,6590
OO,SkyWest Airlines Inc.,14457,K,471,22458
OO,SkyWest Airlines Inc.,10333,K,135,2431
OO,SkyWest Airlines Inc.,12223,K,1,1
OO,SkyWest Airlines Inc.,11111,K,121,4372
OO,SkyWest Airlines Inc.,14321,K,3,199
OO,SkyWest Airlines Inc.,14237,K,174,5987
OO,SkyWest Airlines Inc.,14252,K,341,17477
OO,SkyWest Airlines Inc.,10135,K,274,9591
OO,SkyWest Airlines Inc.,10785,K,51,2253
OO,SkyWest Airlines Inc.,11603,K,593,29164
OO,SkyWest Airlines Inc.,11921,K,727,24562
OO,SkyWest Airlines Inc.,10918,K,155,3529
OO,SkyWest Airlines Inc.,13296,K,51,2970
OO,SkyWest Airlines Inc.,13264,K,809,37068
OO,SkyWest Airlines Inc.,14711,K,262,9620
OO,SkyWest Airlines Inc.,13476,K,665,24795
OO,SkyWest Airlines Inc.,13502,K,141,6744
OO,SkyWest Airlines Inc.,13184,K,415,16093
OO,SkyWest Airlines Inc.,14689,K,970,40772
OO,SkyWest Airlines Inc.,11233,K,87,2817
OO,SkyWest Airlines Inc.,11977,K,626,33811
OO,SkyWest Airlines Inc.,10990,K,162,5739
OO,SkyWest Airlines Inc.,10558,K,141,3801
OO,SkyWest Airlines Inc.,11587,K,140,4437
OO,SkyWest Airlines Inc.,11823,K,1306,55954
OO,SkyWest Airlines Inc.,11695,K,242,12639
OO,SkyWest Airlines Inc.,10747,K,101,4488
OO,SkyWest Airlines Inc.,13290,K,175,8682
OO,SkyWest Airlines Inc.,12951,K,75,2748
OO,SkyWest Airlines Inc.,12915,K,14,458
OO,SkyWest Airlines Inc.,11076,K,158,4699
OO,SkyWest Airlines Inc.,14193,K,55,2628
OO,SkyWest Airlines Inc.,11049,K,163,6561
OO,SkyWest Airlines Inc.,12343,K,153,3078
OO,SkyWest Airlines Inc.,10208,K,34,1409
OO,SkyWest Airlines Inc.,10849,K,647,34193
OO,SkyWest Airlines Inc.,12335,K,156,4961
OO,SkyWest Airlines Inc.,11122,K,199,7203
OO,SkyWest Airlines Inc.,11447,K,145,1395
OO,SkyWest Airlines Inc.,10980,K,841,33743
OO,SkyWest Airlines Inc.,12156,K,339,15255
OO,SkyWest Airlines Inc.,11648,K,293,17138
OO,SkyWest Airlines Inc.,12945,K,390,13731
OO,SkyWest Airlines Inc.,13486,K,146,6528
OO,SkyWest Airlines Inc.,13377,K,497,18744
OO,SkyWest Airlines Inc.,11150,K,1,
OO,SkyWest Airlines Inc.,12280,K,386,20864
OO,SkyWest Airlines Inc.,11092,K,140,2563
OO,SkyWest Airlines Inc.,14113,K,270,10330
OO,SkyWest Airlines Inc.,14109,K,176,1729
OO,SkyWest Airlines Inc.,15582,K,128,2636
OO,SkyWest Airlines Inc.,10627,K,506,21682
OO,SkyWest Airlines Inc.,13459,K,195,7845
OO,SkyWest Airlines Inc.,11308,K,340,13137
OO,SkyWest Airlines Inc.,12255,K,280,3026
OO,SkyWest Airlines Inc.,11471,K,164,5141
OO,SkyWest Airlines Inc.,14004,K,4,290
OO,SkyWest Airlines Inc.,11637,K,557,26938
OO,SkyWest Airlines Inc.,11721,K,145,6596
OO,SkyWest Airlines Inc.,13964,K,81,1907
OO,SkyWest Airlines Inc.,11898,K,416,18835
OO,SkyWest Airlines Inc.,10469,K,251,9907
OO,SkyWest Airlines Inc.,13076,K,236,10134
OO,SkyWest Airlines Inc.,14150,K,198,4364
OO,SkyWest Airlines Inc.,12888,K,144,3539
OO,SkyWest Airlines Inc.,12884,K,475,19992
OO,SkyWest Airlines Inc.,13433,K,364,17579
OO,SkyWest Airlines Inc.,14520,K,173,5421
OO,SkyWest Airlines Inc.,14543,K,176,5585
OO,SkyWest Airlines Inc.,15380,K,282,14598
OO,SkyWest Airlines Inc.,14794,K,901,34716
OO,SkyWest Airlines Inc.,14877,K,216,3025
OO,SkyWest Airlines Inc.,15023,K,410,21560
OO,SkyWest Airlines Inc.,15389,K,270,11094
OO,SkyWest Airlines Inc.,10257,K,426,23823
OO,SkyWest Airlines Inc.,10874,K,74,4027
OO,SkyWest Airlines Inc.,13832,K,97,1800
OO,SkyWest Airlines Inc.,10140,K,892,54614
OO,SkyWest Airlines Inc.,10431,K,471,21473
OO,SkyWest Airlines Inc.,10279,K,43,1798
OO,SkyWest Airlines Inc.,10577,K,260,10711
OO,SkyWest Airlines Inc.,10397,K,7801,364035
OO,SkyWest Airlines Inc.,15323,K,469,22084
OO,SkyWest Airlines Inc.,11146,K,330,13835
OO,SkyWest Airlines Inc.,15041,K,234,13183
OO,SkyWest Airlines Inc.,10821,K,55,3260
OO,SkyWest Airlines Inc.,11577,K,253,10825
OO,SkyWest Airlines Inc.,10781,K,591,32998
OO,SkyWest Airlines Inc.,11641,K,337,14528
OO,SkyWest Airlines Inc.,10620,K,344,16752
OO,SkyWest Airlines Inc.,12397,K,253,10288
OO,SkyWest Airlines Inc.,10599,K,772,42134
OO,SkyWest Airlines Inc.,14574,K,253,11735
OO,SkyWest Airlines Inc.,10721,K,772,45530
OO,SkyWest Airlines Inc.,10434,K,291,12478
OO,SkyWest Airlines Inc.,10792,K,191,11170
OO,SkyWest Airlines Inc.,10800,K,1379,77165
OO,SkyWest Airlines Inc.,12323,K,370,16021
OO,SkyWest Airlines Inc.,13121,K,153,3378
OO,SkyWest Airlines Inc.,10994,K,458,28634
OO,SkyWest Airlines Inc.,11027,K,188,5043
OO,SkyWest Airlines Inc.,10409,K,157,2832
OO,SkyWest Airlines Inc.,11057,K,898,53346
OO,SkyWest Airlines Inc.,13232,K,837,49506
OO,SkyWest Airlines Inc.,12389,K,199,8504
OO,SkyWest Airlines Inc.,13930,K,17459,871974
OO,SkyWest Airlines Inc.,11193,K,155,8862
OO,SkyWest Airlines Inc.,11042,K,1030,58544
OO,SkyWest Airlines Inc.,11109,K,1567,73179
OO,SkyWest Airlines Inc.,10868,K,47,2365
OO,SkyWest Airlines Inc.,11066,K,289,16511
OO,SkyWest Airlines Inc.,11298,K,4410,225450
OO,SkyWest Airlines Inc.,11259,K,844,56533
OO,SkyWest Airlines Inc.,14674,K,427,24320
OO,SkyWest Airlines Inc.,11267,K,683,33813
OO,SkyWest Airlines Inc.,11292,K,12818,621352
OO,SkyWest Airlines Inc.,11423,K,620,33860
OO,SkyWest Airlines Inc.,11433,K,11338,568138
OO,SkyWest Airlines Inc.,11413,K,248,9840
OO,SkyWest Airlines Inc.,10372,K,1002,48811
OO,SkyWest Airlines Inc.,11503,K,172,7671
OO,SkyWest Airlines Inc.,11097,K,175,6646
OO,SkyWest Airlines Inc.,11540,K,249,14222
OO,SkyWest Airlines Inc.,10408,K,455,24258
OO,SkyWest Airlines Inc.,11865,K,177,6975
OO,SkyWest Airlines Inc.,14635,K,4,249
OO,SkyWest Airlines Inc.,11638,K,2427,131393
OO,SkyWest Airlines Inc.,11203,K,2,
OO,SkyWest Airlines Inc.,10685,K,4,
OO,SkyWest Airlines Inc.,11986,K,850,47220
OO,SkyWest Airlines Inc.,12003,K,354,16961
OO,SkyWest Airlines Inc.,11995,K,452,21897
OO,SkyWest Airlines Inc.,13230,K,145,7970
OO,SkyWest Airlines Inc.,12819,K,23,1033
OO,SkyWest Airlines Inc.,11468,K,152,4947
OO,SkyWest Airlines Inc.,10529,K,77,4661
OO,SkyWest Airlines Inc.,12266,K,3718,199400
OO,SkyWest Airlines Inc.,12191,K,144,7469
OO,SkyWest Airlines Inc.,12217,K,137,6805
OO,SkyWest Airlines Inc.,14828,K,37,1685
OO,SkyWest Airlines Inc.,12339,K,667,36002
OO,SkyWest Airlines Inc.,14262,K,1408,73595
OO,SkyWest Airlines Inc.,12448,K,165,7543
OO,SkyWest Airlines Inc.,12441,K,185,9120
OO,SkyWest Airlines Inc.,10157,K,411,20725
OO,SkyWest Airlines Inc.,12451,K,151,9171
OO,SkyWest Airlines Inc.,13198,K,722,44780
OO,SkyWest Airlines Inc.,12889,K,535,31316
OO,SkyWest Airlines Inc.,12992,K,450,21290
OO,SkyWest Airlines Inc.,12954,K,362,24908
OO,SkyWest Airlines Inc.,12892,K,7618,408686
OO,SkyWest Airlines Inc.,14730,K,649,33948
OO,SkyWest Airlines Inc.,12896,K,40,1428
OO,SkyWest Airlines Inc.,13485,K,1037,59742
OO,SkyWest Airlines Inc.,13244,K,565,32387
OO,SkyWest Airlines Inc.,13342,K,1435,75471
OO,SkyWest Airlines Inc.,10631,K,180,6989
OO,SkyWest Airlines Inc.,13487,K,12455,641866
OO,SkyWest Airlines Inc.,13256,K,31,1973
OO,SkyWest Airlines Inc.,10739,K,157,5018
OO,SkyWest Airlines Inc.,13367,K,346,14882
OO,SkyWest Airlines Inc.,12129,K,155,3912
OO,SkyWest Airlines Inc.,13277,K,646,28017
OO,SkyWest Airlines Inc.,10693,K,2114,124855
OO,SkyWest Airlines Inc.,15070,K,182,7959
OO,SkyWest Airlines Inc.,13495,K,21,1401
OO,SkyWest Airlines Inc.,10146,K,257,10863
OO,SkyWest Airlines Inc.,14025,K,153,3726
OO,SkyWest Airlines Inc.,12478,K,712,41767
OO,SkyWest Airlines Inc.,10185,K,1,39
OO,SkyWest Airlines Inc.,13344,K,177,4319
OO,SkyWest Airlines Inc.,12953,K,3020,171180
OO,SkyWest Airlines Inc.,10731,K,264,10729
OO,SkyWest Airlines Inc.,14006,K,327,4753
OO,SkyWest Airlines Inc.,11618,K,205,13358
OO,SkyWest Airlines Inc.,12007,K,285,12463
OO,SkyWest Airlines Inc.,13931,K,115,6487
OO,SkyWest Airlines Inc.,15008,K,1,
OO,SkyWest Airlines Inc.,13796,K,408,27075
OO,SkyWest Airlines Inc.,15919,K,413,19761
OO,SkyWest Airlines Inc.,11013,K,170,5847
OO,SkyWest Airlines Inc.,13851,K,1555,89419
OO,SkyWest Airlines Inc.,13871,K,1648,97345
OO,SkyWest Airlines Inc.,11778,K,168,6937
OO,SkyWest Airlines Inc.,13891,K,581,33338
OO,SkyWest Airlines Inc.,11953,K,336,15097
OO,SkyWest Airlines Inc.,14108,K,399,16572
OO,SkyWest Airlines Inc.,12891,K,172,8018
OO,SkyWest Airlines Inc.,14100,K,89,5975
OO,SkyWest Airlines Inc.,14107,K,3362,182523
OO,SkyWest Airlines Inc.,14122,K,238,14333
OO,SkyWest Airlines Inc.,13241,K,263,4785
OO,SkyWest Airlines Inc.,14057,K,1752,110618
OO,SkyWest Airlines Inc.,14307,K,123,7756
OO,SkyWest Airlines Inc.,14492,K,94,5618
OO,SkyWest Airlines Inc.,15607,K,259,11078
OO,SkyWest Airlines Inc.,14570,K,1154,59260
OO,SkyWest Airlines Inc.,14524,K,1267,72925
OO,SkyWest Airlines Inc.,14633,K,378,17575
OO,SkyWest Airlines Inc.,14576,K,262,15845
OO,SkyWest Airlines Inc.,14893,K,1269,76216
OO,SkyWest Airlines Inc.,15016,K,758,44439
OO,SkyWest Airlines Inc.,14489,K,1016,48536
OO,SkyWest Airlines Inc.,14869,K,11074,618080
OO,SkyWest Airlines Inc.,11525,K,169,5236
OO,SkyWest Airlines Inc.,14683,K,794,53406
OO,SkyWest Airlines Inc.,12519,K,231,2484
OO,SkyWest Airlines Inc.,14679,K,2029,122384
OO,SkyWest Airlines Inc.,14771,K,10026,521501
OO,SkyWest Airlines Inc.,11980,K,59,2603
OO,SkyWest Airlines Inc.,14831,K,1794,107491
OO,SkyWest Airlines Inc.,13127,K,244,9612
OO,SkyWest Airlines Inc.,12899,K,152,4158
OO,SkyWest Airlines Inc.,14908,K,1052,63276
OO,SkyWest Airlines Inc.,14747,K,1816,110842
OO,SkyWest Airlines Inc.,14487,K,360,13488
OO,SkyWest Airlines Inc.,14814,K,411,16473
OO,SkyWest Airlines Inc.,11775,K,838,40750
OO,SkyWest Airlines Inc.,12094,K,35,1408
OO,SkyWest Airlines Inc.,13061,K,173,6345
OO,SkyWest Airlines Inc.,15096,K,415,23537
OO,SkyWest Airlines Inc.,12902,K,153,1633
OO,SkyWest Airlines Inc.,15897,K,82,2574
OO,SkyWest Airlines Inc.,15376,K,1588,93407
OO,SkyWest Airlines Inc.,15370,K,699,36434
OO,SkyWest Airlines Inc.,10779,K,169,6189
OO,SkyWest Airlines Inc.,13388,K,78,3428
